Year	State	Month	Number	Date
2005	Parana	Maio	125	01/01/2005
2006	Parana	Maio	90	01/01/2006
2007	Parana	Maio	14	01/01/2007
2008	Parana	Maio	41	01/01/2008
2009	Parana	Maio	117	01/01/2009
2010	Parana	Maio	39	01/01/2010
2011	Parana	Maio	97	01/01/2011
2012	Parana	Maio	86	01/01/2012
2013	Parana	Maio	85	01/01/2013
2014	Parana	Maio	109	01/01/2014
2015	Parana	Maio	77	01/01/2015
2016	Parana	Maio	72	01/01/2016
2017	Parana	Maio	49	01/01/2017
1998	Parana	Junho	36	01/01/1998
1999	Parana	Junho	31	01/01/1999
2000	Parana	Junho	53	01/01/2000
2001	Parana	Junho	43	01/01/2001
2002	Parana	Junho	115	01/01/2002
2003	Parana	Junho	159	01/01/2003
2004	Parana	Junho	147	01/01/2004
2005	Parana	Junho	114	01/01/2005
2006	Parana	Junho	62	01/01/2006
2007	Parana	Junho	57	01/01/2007
2008	Parana	Junho	17	01/01/2008
2009	Parana	Junho	105	01/01/2009
2010	Parana	Junho	55	01/01/2010
2011	Parana	Junho	162	01/01/2011
2012	Parana	Junho	77	01/01/2012
2013	Parana	Junho	52	01/01/2013
2014	Parana	Junho	112	01/01/2014
2015	Parana	Junho	201	01/01/2015
2016	Parana	Junho	238	01/01/2016
2017	Parana	Junho	169	01/01/2017
1998	Parana	Julho	59	01/01/1998
1999	Parana	Julho	94	01/01/1999
2000	Parana	Julho	98	01/01/2000
2001	Parana	Julho	122	01/01/2001
2002	Parana	Julho	172	01/01/2002
2003	Parana	Julho	101	01/01/2003
2004	Parana	Julho	148	01/01/2004
2005	Parana	Julho	155	01/01/2005
2006	Parana	Julho	139	01/01/2006
2007	Parana	Julho	60	01/01/2007
2008	Parana	Julho	87	01/01/2008
2009	Parana	Julho	34	01/01/2009
2010	Parana	Julho	196	01/01/2010
2011	Parana	Julho	262	01/01/2011
2012	Parana	Julho	111	01/01/2012
2013	Parana	Julho	168	01/01/2013
2014	Parana	Julho	215	01/01/2014
2015	Parana	Julho	137	01/01/2015
2016	Parana	Julho	504	01/01/2016
2017	Parana	Julho	891	01/01/2017
1998	Parana	Agosto	42	01/01/1998
1999	Parana	Agosto	938	01/01/1999
2000	Parana	Agosto	849	01/01/2000
2001	Parana	Agosto	342	01/01/2001
2002	Parana	Agosto	1593	01/01/2002
2003	Parana	Agosto	1896	01/01/2003
2004	Parana	Agosto	1237	01/01/2004
2005	Parana	Agosto	800	01/01/2005
2006	Parana	Agosto	844	01/01/2006
2007	Parana	Agosto	580	01/01/2007
2008	Parana	Agosto	205	01/01/2008
2009	Parana	Agosto	844	01/01/2009
2010	Parana	Agosto	733	01/01/2010
2011	Parana	Agosto	435	01/01/2011
2012	Parana	Agosto	522	01/01/2012
2013	Parana	Agosto	481	01/01/2013
2014	Parana	Agosto	646	01/01/2014
2015	Parana	Agosto	651	01/01/2015
2016	Parana	Agosto	1010	01/01/2016
2017	Parana	Agosto	987	01/01/2017
1998	Parana	Setembro	61	01/01/1998
1999	Parana	Setembro	878	01/01/1999
2000	Parana	Setembro	381	01/01/2000
2001	Parana	Setembro	258	01/01/2001
2002	Parana	Setembro	1071	01/01/2002
2003	Parana	Setembro	2446	01/01/2003
2004	Parana	Setembro	1360	01/01/2004
2005	Parana	Setembro	386	01/01/2005
2006	Parana	Setembro	866	01/01/2006
2007	Parana	Setembro	960	01/01/2007
2008	Parana	Setembro	413	01/01/2008
2009	Parana	Setembro	149	01/01/2009
2010	Parana	Setembro	270	01/01/2010
2011	Parana	Setembro	913	01/01/2011
2012	Parana	Setembro	459	01/01/2012
2013	Parana	Setembro	476	01/01/2013
2014	Parana	Setembro	443	01/01/2014
2015	Parana	Setembro	599	01/01/2015
2016	Parana	Setembro	1371	01/01/2016
2017	Parana	Setembro	1706	01/01/2017
1998	Parana	Outubro	61	01/01/1998
1999	Parana	Outubro	452	01/01/1999
2000	Parana	Outubro	658	01/01/2000
2001	Parana	Outubro	209	01/01/2001
2002	Parana	Outubro	399	01/01/2002
2003	Parana	Outubro	1228	01/01/2003
2004	Parana	Outubro	666	01/01/2004
2005	Parana	Outubro	157	01/01/2005
2006	Parana	Outubro	327	01/01/2006
2007	Parana	Outubro	194	01/01/2007
2008	Parana	Outubro	78	01/01/2008
2009	Parana	Outubro	424	01/01/2009
2010	Parana	Outubro	230	01/01/2010
2011	Parana	Outubro	256	01/01/2011
2012	Parana	Outubro	145	01/01/2012
2013	Parana	Outubro	233	01/01/2013
2014	Parana	Outubro	411	01/01/2014
2015	Parana	Outubro	158	01/01/2015
2016	Parana	Outubro	193	01/01/2016
2017	Parana	Outubro	134	01/01/2017
1998	Parana	Novembro	143	01/01/1998
1999	Parana	Novembro	447	01/01/1999
2000	Parana	Novembro	85	01/01/2000
2001	Parana	Novembro	89	01/01/2001
2002	Parana	Novembro	425	01/01/2002
2003	Parana	Novembro	503	01/01/2003
2004	Parana	Novembro	388	01/01/2004
2005	Parana	Novembro	597	01/01/2005
2006	Parana	Novembro	60	01/01/2006
2007	Parana	Novembro	59	01/01/2007
2008	Parana	Novembro	39	01/01/2008
2009	Parana	Novembro	90	01/01/2009
2010	Parana	Novembro	183	01/01/2010
2011	Parana	Novembro	138	01/01/2011
2012	Parana	Novembro	142	01/01/2012
2013	Parana	Novembro	126	01/01/2013
2014	Parana	Novembro	68	01/01/2014
2015	Parana	Novembro	18	01/01/2015
2016	Parana	Novembro	275	01/01/2016
2017	Parana	Novembro	292	01/01/2017
1998	Parana	Dezembro	82	01/01/1998
1999	Parana	Dezembro	254	01/01/1999
2000	Parana	Dezembro	159	01/01/2000
2001	Parana	Dezembro	85	01/01/2001
2002	Parana	Dezembro	165	01/01/2002
2003	Parana	Dezembro	171	01/01/2003
2004	Parana	Dezembro	151	01/01/2004
2005	Parana	Dezembro	40	01/01/2005
2006	Parana	Dezembro	6	01/01/2006
2007	Parana	Dezembro	22	01/01/2007
2008	Parana	Dezembro	62	01/01/2008
2009	Parana	Dezembro	30	01/01/2009
2010	Parana	Dezembro	37	01/01/2010
2011	Parana	Dezembro	78	01/01/2011
2012	Parana	Dezembro	54	01/01/2012
2013	Parana	Dezembro	155	01/01/2013
2014	Parana	Dezembro	78	01/01/2014
2015	Parana	Dezembro	30	01/01/2015
2016	Parana	Dezembro	45	01/01/2016
1998	Pernambuco	Janeiro	0	01/01/1998
1999	Pernambuco	Janeiro	102	01/01/1999
2000	Pernambuco	Janeiro	3	01/01/2000
2001	Pernambuco	Janeiro	7	01/01/2001
2002	Pernambuco	Janeiro	10	01/01/2002
2003	Pernambuco	Janeiro	188	01/01/2003
2004	Pernambuco	Janeiro	29	01/01/2004
2005	Pernambuco	Janeiro	221	01/01/2005
2006	Pernambuco	Janeiro	148	01/01/2006
2007	Pernambuco	Janeiro	156	01/01/2007
2008	Pernambuco	Janeiro	170	01/01/2008
2009	Pernambuco	Janeiro	256	01/01/2009
2010	Pernambuco	Janeiro	47	01/01/2010
2011	Pernambuco	Janeiro	49	01/01/2011
2012	Pernambuco	Janeiro	146	01/01/2012
2013	Pernambuco	Janeiro	55	01/01/2013
2014	Pernambuco	Janeiro	99	01/01/2014
2015	Pernambuco	Janeiro	109	01/01/2015
2016	Pernambuco	Janeiro	24	01/01/2016
2017	Pernambuco	Janeiro	52	01/01/2017
1998	Pernambuco	Fevereiro	0	01/01/1998
1999	Pernambuco	Fevereiro	13	01/01/1999
2000	Pernambuco	Fevereiro	4	01/01/2000
2001	Pernambuco	Fevereiro	2	01/01/2001
2002	Pernambuco	Fevereiro	19	01/01/2002
2003	Pernambuco	Fevereiro	35	01/01/2003
2004	Pernambuco	Fevereiro	8	01/01/2004
2005	Pernambuco	Fevereiro	33	01/01/2005
2006	Pernambuco	Fevereiro	41	01/01/2006
2007	Pernambuco	Fevereiro	21	01/01/2007
2008	Pernambuco	Fevereiro	48	01/01/2008
2009	Pernambuco	Fevereiro	28	01/01/2009
2010	Pernambuco	Fevereiro	33	01/01/2010
2011	Pernambuco	Fevereiro	25	01/01/2011
2012	Pernambuco	Fevereiro	64	01/01/2012
2013	Pernambuco	Fevereiro	29	01/01/2013
2014	Pernambuco	Fevereiro	25	01/01/2014
2015	Pernambuco	Fevereiro	55	01/01/2015
2016	Pernambuco	Fevereiro	19	01/01/2016
2017	Pernambuco	Fevereiro	23	01/01/2017
1998	Pernambuco	Marco	0	01/01/1998
1999	Pernambuco	Marco	27	01/01/1999
2000	Pernambuco	Marco	14	01/01/2000
2001	Pernambuco	Marco	0	01/01/2001
2002	Pernambuco	Marco	24	01/01/2002
2003	Pernambuco	Marco	9	01/01/2003
2004	Pernambuco	Marco	6	01/01/2004
2005	Pernambuco	Marco	45	01/01/2005
2006	Pernambuco	Marco	18	01/01/2006
2007	Pernambuco	Marco	4	01/01/2007
2008	Pernambuco	Marco	32	01/01/2008
2009	Pernambuco	Marco	15	01/01/2009
2010	Pernambuco	Marco	59	01/01/2010
2011	Pernambuco	Marco	39	01/01/2011
2012	Pernambuco	Marco	44	01/01/2012
2013	Pernambuco	Marco	40	01/01/2013
2014	Pernambuco	Marco	36	01/01/2014
2015	Pernambuco	Marco	33	01/01/2015
2016	Pernambuco	Marco	4	01/01/2016
2017	Pernambuco	Marco	7	01/01/2017
1998	Pernambuco	Abril	0	01/01/1998
1999	Pernambuco	Abril	2	01/01/1999
2000	Pernambuco	Abril	1	01/01/2000
2001	Pernambuco	Abril	2	01/01/2001
2002	Pernambuco	Abril	5	01/01/2002
2003	Pernambuco	Abril	7	01/01/2003
2004	Pernambuco	Abril	5	01/01/2004
2005	Pernambuco	Abril	1	01/01/2005
2006	Pernambuco	Abril	2	01/01/2006
2007	Pernambuco	Abril	1	01/01/2007
2008	Pernambuco	Abril	5	01/01/2008
2009	Pernambuco	Abril	3	01/01/2009
2010	Pernambuco	Abril	2	01/01/2010
2011	Pernambuco	Abril	22	01/01/2011
2012	Pernambuco	Abril	46	01/01/2012
2013	Pernambuco	Abril	11	01/01/2013
2014	Pernambuco	Abril	10	01/01/2014
2015	Pernambuco	Abril	30	01/01/2015
2016	Pernambuco	Abril	8	01/01/2016
2017	Pernambuco	Abril	9	01/01/2017
1998	Pernambuco	Maio	0	01/01/1998
1999	Pernambuco	Maio	6	01/01/1999
2000	Pernambuco	Maio	7	01/01/2000
2001	Pernambuco	Maio	5	01/01/2001
2002	Pernambuco	Maio	13	01/01/2002
2003	Pernambuco	Maio	1	01/01/2003
2004	Pernambuco	Maio	2	01/01/2004
2005	Pernambuco	Maio	1	01/01/2005
2006	Pernambuco	Maio	1	01/01/2006
2007	Pernambuco	Maio	0	01/01/2007
2008	Pernambuco	Maio	0	01/01/2008
2009	Pernambuco	Maio	0	01/01/2009
2010	Pernambuco	Maio	8	01/01/2010
2011	Pernambuco	Maio	1	01/01/2011
2012	Pernambuco	Maio	36	01/01/2012
2013	Pernambuco	Maio	9	01/01/2013
2014	Pernambuco	Maio	4	01/01/2014
2015	Pernambuco	Maio	17	01/01/2015
2016	Pernambuco	Maio	6	01/01/2016
2017	Pernambuco	Maio	13	01/01/2017
1998	Pernambuco	Junho	1	01/01/1998
1999	Pernambuco	Junho	7	01/01/1999
2000	Pernambuco	Junho	4	01/01/2000
2001	Pernambuco	Junho	2	01/01/2001
2002	Pernambuco	Junho	1	01/01/2002
2003	Pernambuco	Junho	2	01/01/2003
2004	Pernambuco	Junho	4	01/01/2004
2005	Pernambuco	Junho	3	01/01/2005
2006	Pernambuco	Junho	0	01/01/2006
2007	Pernambuco	Junho	1	01/01/2007
2008	Pernambuco	Junho	0	01/01/2008
2009	Pernambuco	Junho	1	01/01/2009
2010	Pernambuco	Junho	1	01/01/2010
2011	Pernambuco	Junho	4	01/01/2011
2012	Pernambuco	Junho	12	01/01/2012
2013	Pernambuco	Junho	12	01/01/2013
2014	Pernambuco	Junho	3	01/01/2014
2015	Pernambuco	Junho	3	01/01/2015
2016	Pernambuco	Junho	4	01/01/2016
2017	Pernambuco	Junho	5	01/01/2017
1998	Pernambuco	Julho	5	01/01/1998
1999	Pernambuco	Julho	2	01/01/1999
2000	Pernambuco	Julho	0	01/01/2000
2001	Pernambuco	Julho	6	01/01/2001
2002	Pernambuco	Julho	8	01/01/2002
2003	Pernambuco	Julho	5	01/01/2003
2004	Pernambuco	Julho	13	01/01/2004
2005	Pernambuco	Julho	1	01/01/2005
2006	Pernambuco	Julho	1	01/01/2006
2007	Pernambuco	Julho	3	01/01/2007
2008	Pernambuco	Julho	0	01/01/2008
2009	Pernambuco	Julho	1	01/01/2009
2010	Pernambuco	Julho	7	01/01/2010
2011	Pernambuco	Julho	2	01/01/2011
2012	Pernambuco	Julho	11	01/01/2012
2013	Pernambuco	Julho	4	01/01/2013
2014	Pernambuco	Julho	11	01/01/2014
2015	Pernambuco	Julho	13	01/01/2015
2016	Pernambuco	Julho	17	01/01/2016
2017	Pernambuco	Julho	2	01/01/2017
1998	Pernambuco	Agosto	12	01/01/1998
1999	Pernambuco	Agosto	3	01/01/1999
2000	Pernambuco	Agosto	31	01/01/2000
2001	Pernambuco	Agosto	27	01/01/2001
2002	Pernambuco	Agosto	37	01/01/2002
2003	Pernambuco	Agosto	26	01/01/2003
2004	Pernambuco	Agosto	41	01/01/2004
2005	Pernambuco	Agosto	10	01/01/2005
2006	Pernambuco	Agosto	8	01/01/2006
2007	Pernambuco	Agosto	20	01/01/2007
2008	Pernambuco	Agosto	2	01/01/2008
2009	Pernambuco	Agosto	10	01/01/2009
2010	Pernambuco	Agosto	29	01/01/2010
2011	Pernambuco	Agosto	27	01/01/2011
2012	Pernambuco	Agosto	27	01/01/2012
2013	Pernambuco	Agosto	14	01/01/2013
2014	Pernambuco	Agosto	23	01/01/2014
2015	Pernambuco	Agosto	21	01/01/2015
2016	Pernambuco	Agosto	42	01/01/2016
2017	Pernambuco	Agosto	20	01/01/2017
1998	Pernambuco	Setembro	177	01/01/1998
1999	Pernambuco	Setembro	64	01/01/1999
2000	Pernambuco	Setembro	130	01/01/2000
2001	Pernambuco	Setembro	298	01/01/2001
2002	Pernambuco	Setembro	374	01/01/2002
2003	Pernambuco	Setembro	510	01/01/2003
2004	Pernambuco	Setembro	192	01/01/2004
2005	Pernambuco	Setembro	154	01/01/2005
2006	Pernambuco	Setembro	147	01/01/2006
2007	Pernambuco	Setembro	164	01/01/2007
2008	Pernambuco	Setembro	92	01/01/2008
2009	Pernambuco	Setembro	164	01/01/2009
2010	Pernambuco	Setembro	179	01/01/2010
2011	Pernambuco	Setembro	243	01/01/2011
2012	Pernambuco	Setembro	192	01/01/2012
2013	Pernambuco	Setembro	143	01/01/2013
2014	Pernambuco	Setembro	63	01/01/2014
2015	Pernambuco	Setembro	116	01/01/2015
2016	Pernambuco	Setembro	171	01/01/2016
2017	Pernambuco	Setembro	69	01/01/2017
1998	Pernambuco	Outubro	372	01/01/1998
1999	Pernambuco	Outubro	180	01/01/1999
2000	Pernambuco	Outubro	411	01/01/2000
2001	Pernambuco	Outubro	461	01/01/2001
2002	Pernambuco	Outubro	638	01/01/2002
2003	Pernambuco	Outubro	859	01/01/2003
2004	Pernambuco	Outubro	545	01/01/2004
2005	Pernambuco	Outubro	408	01/01/2005
2006	Pernambuco	Outubro	310	01/01/2006
2007	Pernambuco	Outubro	702	01/01/2007
2008	Pernambuco	Outubro	274	01/01/2008
2009	Pernambuco	Outubro	254	01/01/2009
2010	Pernambuco	Outubro	347	01/01/2010
2011	Pernambuco	Outubro	461	01/01/2011
2012	Pernambuco	Outubro	222	01/01/2012
2013	Pernambuco	Outubro	161	01/01/2013
2014	Pernambuco	Outubro	174	01/01/2014
2015	Pernambuco	Outubro	194	01/01/2015
2016	Pernambuco	Outubro	319	01/01/2016
2017	Pernambuco	Outubro	256	01/01/2017
1998	Pernambuco	Novembro	141	01/01/1998
1999	Pernambuco	Novembro	41	01/01/1999
2000	Pernambuco	Novembro	64	01/01/2000
2001	Pernambuco	Novembro	208	01/01/2001
2002	Pernambuco	Novembro	521	01/01/2002
2003	Pernambuco	Novembro	560	01/01/2003
2004	Pernambuco	Novembro	465	01/01/2004
2005	Pernambuco	Novembro	452	01/01/2005
2006	Pernambuco	Novembro	385	01/01/2006
2007	Pernambuco	Novembro	359	01/01/2007
2008	Pernambuco	Novembro	363	01/01/2008
2009	Pernambuco	Novembro	486	01/01/2009
2010	Pernambuco	Novembro	831	01/01/2010
2011	Pernambuco	Novembro	352	01/01/2011
2012	Pernambuco	Novembro	181	01/01/2012
2013	Pernambuco	Novembro	110	01/01/2013
2014	Pernambuco	Novembro	111	01/01/2014
2015	Pernambuco	Novembro	315	01/01/2015
2016	Pernambuco	Novembro	191	01/01/2016
2017	Pernambuco	Novembro	66	01/01/2017
1998	Pernambuco	Dezembro	59	01/01/1998
1999	Pernambuco	Dezembro	16	01/01/1999
2000	Pernambuco	Dezembro	22	01/01/2000
2001	Pernambuco	Dezembro	62	01/01/2001
2002	Pernambuco	Dezembro	259	01/01/2002
2003	Pernambuco	Dezembro	229	01/01/2003
2004	Pernambuco	Dezembro	373	01/01/2004
2005	Pernambuco	Dezembro	191	01/01/2005
2006	Pernambuco	Dezembro	207	01/01/2006
2007	Pernambuco	Dezembro	200	01/01/2007
2008	Pernambuco	Dezembro	203	01/01/2008
2009	Pernambuco	Dezembro	351	01/01/2009
2010	Pernambuco	Dezembro	117	01/01/2010
2011	Pernambuco	Dezembro	364	01/01/2011
2012	Pernambuco	Dezembro	108	01/01/2012
2013	Pernambuco	Dezembro	141	01/01/2013
2014	Pernambuco	Dezembro	101	01/01/2014
2015	Pernambuco	Dezembro	176	01/01/2015
2016	Pernambuco	Dezembro	161	01/01/2016
1998	Piaui	Janeiro	0	01/01/1998
1999	Piaui	Janeiro	21	01/01/1999
2000	Piaui	Janeiro	5	01/01/2000
2001	Piaui	Janeiro	29	01/01/2001
2002	Piaui	Janeiro	33	01/01/2002
2003	Piaui	Janeiro	86	01/01/2003
2004	Piaui	Janeiro	42	01/01/2004
2005	Piaui	Janeiro	94	01/01/2005
2006	Piaui	Janeiro	133	01/01/2006
2007	Piaui	Janeiro	123	01/01/2007
2008	Piaui	Janeiro	61	01/01/2008
2009	Piaui	Janeiro	79	01/01/2009
2010	Piaui	Janeiro	99	01/01/2010
2011	Piaui	Janeiro	39	01/01/2011
2012	Piaui	Janeiro	80	01/01/2012
2013	Piaui	Janeiro	72	01/01/2013
2014	Piaui	Janeiro	79	01/01/2014
2015	Piaui	Janeiro	92	01/01/2015
2016	Piaui	Janeiro	94	01/01/2016
2017	Piaui	Janeiro	85	01/01/2017
1998	Piaui	Fevereiro	0	01/01/1998
1999	Piaui	Fevereiro	22	01/01/1999
2000	Piaui	Fevereiro	12	01/01/2000
2001	Piaui	Fevereiro	0	01/01/2001
2002	Piaui	Fevereiro	160	01/01/2002
2003	Piaui	Fevereiro	3	01/01/2003
2004	Piaui	Fevereiro	20	01/01/2004
2005	Piaui	Fevereiro	26	01/01/2005
2006	Piaui	Fevereiro	23	01/01/2006
2007	Piaui	Fevereiro	11	01/01/2007
2008	Piaui	Fevereiro	21	01/01/2008
2009	Piaui	Fevereiro	19	01/01/2009
2010	Piaui	Fevereiro	54	01/01/2010
2011	Piaui	Fevereiro	11	01/01/2011
2012	Piaui	Fevereiro	31	01/01/2012
2013	Piaui	Fevereiro	68	01/01/2013
2014	Piaui	Fevereiro	14	01/01/2014
2015	Piaui	Fevereiro	38	01/01/2015
2016	Piaui	Fevereiro	97	01/01/2016
2017	Piaui	Fevereiro	24	01/01/2017
1998	Piaui	Marco	0	01/01/1998
1999	Piaui	Marco	4	01/01/1999
2000	Piaui	Marco	14	01/01/2000
2001	Piaui	Marco	2	01/01/2001
2002	Piaui	Marco	63	01/01/2002
2003	Piaui	Marco	15	01/01/2003
2004	Piaui	Marco	27	01/01/2004
2005	Piaui	Marco	13	01/01/2005
2006	Piaui	Marco	18	01/01/2006
2007	Piaui	Marco	31	01/01/2007
2008	Piaui	Marco	4	01/01/2008
2009	Piaui	Marco	17	01/01/2009
2010	Piaui	Marco	47	01/01/2010
2011	Piaui	Marco	15	01/01/2011
2012	Piaui	Marco	71	01/01/2012
2013	Piaui	Marco	14	01/01/2013
2014	Piaui	Marco	88	01/01/2014
2015	Piaui	Marco	35	01/01/2015
2016	Piaui	Marco	53	01/01/2016
2017	Piaui	Marco	25	01/01/2017
1998	Piaui	Abril	0	01/01/1998
1999	Piaui	Abril	10	01/01/1999
2000	Piaui	Abril	15	01/01/2000
2001	Piaui	Abril	1	01/01/2001
2002	Piaui	Abril	87	01/01/2002
2003	Piaui	Abril	22	01/01/2003
2004	Piaui	Abril	10	01/01/2004
2005	Piaui	Abril	3	01/01/2005
2006	Piaui	Abril	1	01/01/2006
2007	Piaui	Abril	9	01/01/2007
2008	Piaui	Abril	7	01/01/2008
2009	Piaui	Abril	8	01/01/2009
2010	Piaui	Abril	56	01/01/2010
2011	Piaui	Abril	16	01/01/2011
2012	Piaui	Abril	119	01/01/2012
2013	Piaui	Abril	34	01/01/2013
2014	Piaui	Abril	63	01/01/2014
2015	Piaui	Abril	50	01/01/2015
2016	Piaui	Abril	35	01/01/2016
2017	Piaui	Abril	25	01/01/2017
1998	Piaui	Maio	0	01/01/1998
1999	Piaui	Maio	8	01/01/1999
2000	Piaui	Maio	25	01/01/2000
2001	Piaui	Maio	36	01/01/2001
2002	Piaui	Maio	84	01/01/2002
2003	Piaui	Maio	13	01/01/2003
2004	Piaui	Maio	80	01/01/2004
2005	Piaui	Maio	22	01/01/2005
2006	Piaui	Maio	0	01/01/2006
2007	Piaui	Maio	52	01/01/2007
2008	Piaui	Maio	12	01/01/2008
2009	Piaui	Maio	12	01/01/2009
2010	Piaui	Maio	231	01/01/2010
2011	Piaui	Maio	77	01/01/2011
2012	Piaui	Maio	334	01/01/2012
2013	Piaui	Maio	40	01/01/2013
2014	Piaui	Maio	138	01/01/2014
2015	Piaui	Maio	66	01/01/2015
2016	Piaui	Maio	60	01/01/2016
2017	Piaui	Maio	36	01/01/2017
1998	Piaui	Junho	46	01/01/1998
1999	Piaui	Junho	47	01/01/1999
2000	Piaui	Junho	18	01/01/2000
2001	Piaui	Junho	87	01/01/2001
2002	Piaui	Junho	161	01/01/2002
2003	Piaui	Junho	88	01/01/2003
2004	Piaui	Junho	239	01/01/2004
2005	Piaui	Junho	171	01/01/2005
2006	Piaui	Junho	40	01/01/2006
2007	Piaui	Junho	303	01/01/2007
2008	Piaui	Junho	33	01/01/2008
2009	Piaui	Junho	56	01/01/2009
2010	Piaui	Junho	208	01/01/2010
2011	Piaui	Junho	462	01/01/2011
2012	Piaui	Junho	834	01/01/2012
2013	Piaui	Junho	263	01/01/2013
2014	Piaui	Junho	373	01/01/2014
2015	Piaui	Junho	283	01/01/2015
2016	Piaui	Junho	153	01/01/2016
2017	Piaui	Junho	193	01/01/2017
1998	Piaui	Julho	189	01/01/1998
1999	Piaui	Julho	123	01/01/1999
2000	Piaui	Julho	75	01/01/2000
2001	Piaui	Julho	337	01/01/2001
2002	Piaui	Julho	534	01/01/2002
2003	Piaui	Julho	407	01/01/2003
2004	Piaui	Julho	564	01/01/2004
2005	Piaui	Julho	445	01/01/2005
2006	Piaui	Julho	150	01/01/2006
2007	Piaui	Julho	919	01/01/2007
2008	Piaui	Julho	97	01/01/2008
2009	Piaui	Julho	302	01/01/2009
2010	Piaui	Julho	1696	01/01/2010
2011	Piaui	Julho	864	01/01/2011
2012	Piaui	Julho	1755	01/01/2012
2013	Piaui	Julho	361	01/01/2013
2014	Piaui	Julho	1177	01/01/2014
2015	Piaui	Julho	690	01/01/2015
2016	Piaui	Julho	754	01/01/2016
2017	Piaui	Julho	643	01/01/2017
1998	Piaui	Agosto	711	01/01/1998
1999	Piaui	Agosto	499	01/01/1999
2000	Piaui	Agosto	415	01/01/2000
2001	Piaui	Agosto	1133	01/01/2001
2002	Piaui	Agosto	2280	01/01/2002
2003	Piaui	Agosto	864	01/01/2003
2004	Piaui	Agosto	1002	01/01/2004
2005	Piaui	Agosto	943	01/01/2005
2006	Piaui	Agosto	911	01/01/2006
2007	Piaui	Agosto	3551	01/01/2007
2008	Piaui	Agosto	290	01/01/2008
2009	Piaui	Agosto	790	01/01/2009
2010	Piaui	Agosto	4035	01/01/2010
2011	Piaui	Agosto	1958	01/01/2011
2012	Piaui	Agosto	3614	01/01/2012
2013	Piaui	Agosto	1015	01/01/2013
2014	Piaui	Agosto	2265	01/01/2014
2015	Piaui	Agosto	2057	01/01/2015
2016	Piaui	Agosto	1647	01/01/2016
2017	Piaui	Agosto	1572	01/01/2017
1998	Piaui	Setembro	1991	01/01/1998
1999	Piaui	Setembro	872	01/01/1999
2000	Piaui	Setembro	1099	01/01/2000
2001	Piaui	Setembro	2401	01/01/2001
2002	Piaui	Setembro	2475	01/01/2002
2003	Piaui	Setembro	3399	01/01/2003
2004	Piaui	Setembro	2662	01/01/2004
2005	Piaui	Setembro	3136	01/01/2005
2006	Piaui	Setembro	1618	01/01/2006
2007	Piaui	Setembro	4078	01/01/2007
2008	Piaui	Setembro	1472	01/01/2008
2009	Piaui	Setembro	1709	01/01/2009
2010	Piaui	Setembro	5392	01/01/2010
2011	Piaui	Setembro	4402	01/01/2011
2012	Piaui	Setembro	4479	01/01/2012
2013	Piaui	Setembro	2311	01/01/2013
2014	Piaui	Setembro	2536	01/01/2014
2015	Piaui	Setembro	5828	01/01/2015
2016	Piaui	Setembro	1394	01/01/2016
2017	Piaui	Setembro	3422	01/01/2017
1998	Piaui	Outubro	2586	01/01/1998
1999	Piaui	Outubro	1438	01/01/1999
2000	Piaui	Outubro	2558	01/01/2000
2001	Piaui	Outubro	3742	01/01/2001
2002	Piaui	Outubro	2757	01/01/2002
2003	Piaui	Outubro	2332	01/01/2003
2004	Piaui	Outubro	2144	01/01/2004
2005	Piaui	Outubro	3263	01/01/2005
2006	Piaui	Outubro	1443	01/01/2006
2007	Piaui	Outubro	2331	01/01/2007
2008	Piaui	Outubro	1830	01/01/2008
2009	Piaui	Outubro	913	01/01/2009
2010	Piaui	Outubro	3863	01/01/2010
2011	Piaui	Outubro	1484	01/01/2011
2012	Piaui	Outubro	2506	01/01/2012
2013	Piaui	Outubro	1269	01/01/2013
2014	Piaui	Outubro	1788	01/01/2014
2015	Piaui	Outubro	4068	01/01/2015
2016	Piaui	Outubro	2598	01/01/2016
2017	Piaui	Outubro	3004	01/01/2017
1998	Piaui	Novembro	424	01/01/1998
1999	Piaui	Novembro	334	01/01/1999
2000	Piaui	Novembro	450	01/01/2000
2001	Piaui	Novembro	1484	01/01/2001
2002	Piaui	Novembro	1174	01/01/2002
2003	Piaui	Novembro	1248	01/01/2003
2004	Piaui	Novembro	1798	01/01/2004
2005	Piaui	Novembro	1599	01/01/2005
2006	Piaui	Novembro	740	01/01/2006
2007	Piaui	Novembro	939	01/01/2007
2008	Piaui	Novembro	594	01/01/2008
2009	Piaui	Novembro	1336	01/01/2009
2010	Piaui	Novembro	1417	01/01/2010
2011	Piaui	Novembro	825	01/01/2011
2012	Piaui	Novembro	447	01/01/2012
2013	Piaui	Novembro	640	01/01/2013
2014	Piaui	Novembro	717	01/01/2014
2015	Piaui	Novembro	897	01/01/2015
2016	Piaui	Novembro	1126	01/01/2016
2017	Piaui	Novembro	449	01/01/2017
1998	Piaui	Dezembro	119	01/01/1998
1999	Piaui	Dezembro	74	01/01/1999
2000	Piaui	Dezembro	79	01/01/2000
2001	Piaui	Dezembro	230	01/01/2001
2002	Piaui	Dezembro	373	01/01/2002
2003	Piaui	Dezembro	459	01/01/2003
2004	Piaui	Dezembro	788	01/01/2004
2005	Piaui	Dezembro	486	01/01/2005
2006	Piaui	Dezembro	339	01/01/2006
2007	Piaui	Dezembro	317	01/01/2007
